Issue Type,Issue key,Issue id,title,Assignee,Reporter,Status,Resolution,Updated,top_component,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,description
Bug,QPID-5666,12706970,HA fails with resource-limit-exceeded: Exceeded replicated queue limit,aconway,aconway,Closed,Fixed,2016-09-06 16:35,C++,C++ Broker,,,,,,,"See also: https://bugzilla.redhat.com/show_bug.cgi?id=1076545

How to reproduce:
0] let's have 3 node cluster running: A, B, C 
1] Create queue 'q' on A
2] kill A
3] wait B to become primary
4] Delete queue 'q' on B
5] Try to create any queue on B.

Actual result:  Exception received from broker: resource-limit-exceeded: Exceeded replicated queue limit. 

Expected result: no error."
Bug,QPID-5941,12730575,Set sensible default build type,aconway,aconway,Closed,Fixed,2016-09-06 16:35,C++,C++ Broker,,,,,,,"The cmake default build type is a sort of ""didn't bother with flags"" build - it has neither debugging symbols nor optimization and so is not well suited to anything.

- Make the default one of the standard build types: Release, Debug, RelWithDebInfo and MinRel.
- Mention all the available build types in the INSTALL file.
- Mention the default build type in the initial cmake output.

Based on the discussion here: http://qpid.2158936.n2.nabble.com/How-to-test-the-performance-quid-c-broker-td7610614i20.html#a7611007 the majority opinion is to use RelWithDebInfo. It was not unanimous, but this is only the default so people can change it towhatever they like and the doc. will make that clear."
Bug,QPID-4793,12645508,qpid/sys/regex.h doesn't detect correct implementation under FreeBSD 9.1,astitcher,astitcher,Closed,Fixed,2016-09-06 16:35,C++,C++ Broker,,,,,,,"When building on FreeBSD 9.1 the libc regex implementation isn't detected because the build chain doesn't set _POSIX_SOURCE.

So to allow building on all POSIX/unix variants the test needs to change.

I propose to check if either _POSIX_SOURCE or __unix__ are set."
Bug,QPID-5599,12698730,C++ Broker silently ignores --max-connections option when no ACL file is loaded,chug,chug,Closed,Fixed,2016-09-06 16:35,C++,C++ Broker,,,,,,,"ACL was converted from being a loadable module to being a built in but it still uses the loadable module interface. In that process if no ACL file is specified on the command line then no ACL object is created. The command line processing for --max-connections is in the ACL constructor and with no ACL object the CLI option is ignored.
"
Bug,QPID-4287,12606292,Poor performance when a priority queue with a ring queue policy has a large backlog,aconway,dillaman,Closed,Fixed,2016-09-06 16:35,C++,C++ Broker,,,,,,,"The ring queue policy utilizes a single deque to store messages in priority and FIFO order.  When inserting messages of mixed priority into a queue with a large (>100,000) message backlog, the performance degrades quickly enough to potentially block all broker worker threads if they all are publishing to the same queue.  Recommend separating the ring queue data structure into separate deques based upon message priority in order to avoid the potential for reshuffling the deque with each incoming message."
Bug,QPID-6368,12773112,Coverity 1262251 - double free in ~PersistableQueue,shuston,shuston,Closed,Fixed,2016-09-06 16:31,C++,C++ Broker,,,,,,,Coverity reported this on 11-January-2015. Assumedly because of the multiple inheritance of LossyLvq and its ancestors. I trust Coverity's analysis more than mine so will submit a patch.
Bug,QPID-6409,12776994,Taking address of a 0-length vector throws exception,shuston,shuston,Closed,Fixed,2016-09-06 16:31,C++,C++ Broker,C++ Client,,,,,,"In Debug-mode builds, std::vector in VS2013 will throw an exception if trying to do:  &argv[0]  if argv has 0 length. This construct happens in cpp/src/tests/BrokerFixture.h, so happens in many of the unit tests."
Bug,QPID-6511,12823911,"[C++ Broker, clients] AMQP 0-10 windows clients can not connect to --no-auth broker",chug,chug,Closed,Fixed,2016-09-06 16:31,C++,C++ Broker,C++ Client,,,,,,"Broker
{noformat}
./qpidd --auth no
{noformat}
Windows client
{noformat}
spout -b my-broker:5672 amq.topic
{noformat}
Fails with ""Not authenticated!""

The behavior change was in the broker as part of QPID-6325. Arguably the change is a good thing as it prevents clients connecting to the broker with no name. However, it makes for a poor out-of-the-box experience with a no-auth broker rejecting connections with an auth error. 

Clients can make a connection by adding:
{noformat}
--connection-options ""{username:dummy}""
or
--connection-options ""{sasl-mechanisms:ANONYMOUS}""
{noformat}
But the change breaks years of accumulated self tests that work just fine against older versions of qpidd.

The proposal to fix this is to make the Windows client provide the same connection defaults as linux cyrus sasl. "
Bug,QPID-6297,12765433,Python client (qpid.messaging) raises KeyError insead of reconnecting,eallen,jortel,Closed,Fixed,2016-09-06 16:31,C++,C++ Broker,Python Client,,,,,,"Description of problem:
Having some temporary network outage causing gofer loses TCP connection to AMQP broker, it does not try to reconnect.

How reproducible:
100%

Steps to Reproduce:

1. Just to speedup reproducer, lower kernel tunable net.ipv4.tcp_retries2 to e.g. 4:
echo 4 > /proc/sys/net/ipv4/tcp_retries2

2. Have consumer connected (with auto-reconnect enabled and heartbeats not enabled) and receiver open on a queue address and check its TCP connections to AMQP broker:
netstat -anp | grep 5671
(there should be 2 TCP connections)

3. Emulate network outage via iptables:
iptables -A OUTPUT -p tcp --dport 5671 -j REJECT

4. Monitor /var/log/messages; once it logs WARNING ""recoverable error"", flush iptables (iptables -F).

5. Wait few seconds.

6. Check gofer TCP connections:
netstat -anp | grep 5671


Actual results:
6. shows just 1 TCP connection
/var/log/messages repeatedly logs:
Dec  1 16:39:02 pmoravec-rhel6-3 goferd: [ERROR][pulp.agent.a726580c-5f1e-4a79-9f11-de0adc52c1e9] gofer.transport.qpid.consumer:117 - 046d2084-b0f1-4de4-a039-89499d9e680d
Dec  1 16:39:02 pmoravec-rhel6-3 goferd: [ERROR][pulp.agent.a726580c-5f1e-4a79-9f11-de0adc52c1e9] gofer.transport.qpid.consumer:117 - Traceback (most recent call last): File ""/usr/lib/python2.6/site-packages/gofer/transport/qpid/consumer.py"", line 113, in get return self.__receiver.fetch(timeout=timeout) File ""<string>"", line 6, in fetch File ""/usr/lib/python2.6/site-packages/qpid/messaging/endpoints.py"", line 1030, in fetch self._ecwait(lambda: self.linked) File ""/usr/lib/python2.6/site-packages/qpid/messaging/endpoints.py"", line 50, in _ecwait result = self._ewait(lambda: self.closed or predicate(), timeout) File ""/usr/lib/python2.6/site-packages/qpid/messaging/endpoints.py"", line 993, in _ewait result = self.session._ewait(lambda: self.error or predicate(), timeout) File ""/usr/lib/python2.6/site-packages/qpid/messaging/endpoints.py"", line 580, in _ewait result = self.connection._ewait(lambda: self.error or predicate(), timeout) File ""/usr/lib/python2.6/site-packages/qpid/messaging/endpoints.py"", line 219, in _ewait self.check_error() File ""/usr/lib/python2.6/site-packages/qpid/messaging/endpoints.py"", line 212, in check_error raise e InternalError: Traceback (most recent call last): File ""/usr/lib/python2.6/site-packages/qpid/messaging/driver.py"", line 660, in write op.dispatch(self) File ""/usr/lib/python2.6/site-packages/qpid/ops.py"", line 84, in dispatch getattr(target, handler)(self, *args) File ""/usr/lib/python2.6/site-packages/qpid/messaging/driver.py"", line 877, in do_session_detached sst = self._sessions.pop(dtc.channel) KeyError: 'pop(): dictionary is empty'

Expected results:
2nd TCP connection re-established, no errors in /var/log/messages
"
Bug,QPID-6392,12774990,[C++ Broker] [AMQP 1.0] the broker didnt respond to a link detach request,gsim,robbie,Closed,Fixed,2016-09-06 16:31,C++,C++ Broker,,,,,,,"In running some tests, I noticed a situation where the broker does not respond to a detach request for a durable subscriber link."
Bug,QPID-6532,12827790,make sasl service name configurable,gsim,gsim,Closed,Fixed,2016-09-06 16:31,C++,C++ Broker,,,,,,,"At present the service name used with cyrus sasl is build time configurable and defaults to qpidd. It should apparently really be the protocol used, i.e. amqp. To allow for things that assume this (e.g. proton) but also retain backward compatibility, the service name used should be configurable."
Bug,QPID-6529,12827038,[C++ Client] Fails to compile with Proton 0.10,chug,chug,Closed,Fixed,2016-09-06 16:31,C++,C++ Broker,C++ Client,,,,,,"Proton version detection logic
{noformat}
if (Proton_VERSION GREATER 0.8)
{noformat}
gets it wrong when Proton is 0.10.
"
Bug,QPID-6548,12831140,SYSV init scripts do not work properly wiht SSL-only broker.,aconway,aconway,Closed,Fixed,2016-09-06 16:31,C++,C++ Broker,,,,,,,"Install in default /usr and /etc locations, configure for SSL only. Try to use the SYSV service scripts. Servivce start starts the broker but reports and error, service status and stop commands don't work at all.
{noformat}
    aconway@mrg33 usr (trunk)$ sudo service qpidd start
    Starting Qpid AMQP daemon: ^[[60G[^[[0;32m  OK  ^[[0;39m]
    2015-05-19 14:59:42 [Unspecified] notice Broker is not running: Cannot open lock file /home/qpidd/.qpidd/qpidd.5672.pid: No such file or directory
    aconway@mrg33 usr (trunk)$ sudo service qpidd status
    qpidd dead but pid file exists
{noformat}
"
Bug,QPID-6563,12834218,[amqp1.0] broker does not clean up closed sessions or links,kgiusti,kgiusti,Closed,Fixed,2016-09-06 16:31,C++,C++ Broker,,,,,,,"Due to a bug in older versions of Proton, the broker does not explicitly free sessions and links that have been closed.  Rather, these objects are simply ignored until the connection itself is freed (which then frees all associated links and sessions).

Newer versions of proton do not suffer from this bug.  The broker should clean up closed links and sessions when a version of proton that does not suffer from that bug is employed."
Bug,QPID-6549,12831230," `service qpidd status` returns 1 - hidden error is ""ConnectionError: connection-forced: Connection must be encrypted.(320)""",aconway,aconway,Closed,Fixed,2016-09-06 16:31,C++,C++ Broker,,,,,,,"See also https://bugzilla.redhat.com/show_bug.cgi?id=1193762



Description of problem:
`service qpidd status` returns 1 even when the service is running:

# ps ax | grep qpid | grep -v grep
29123 ?        Ssl    2:39 /usr/sbin/qpidd --config /etc/qpid/qpidd.conf --daemon --data-dir=/var/lib/qpidd --close-fd 9

Hidden error is ""ConnectionError: connection-forced: Connection must be encrypted.(320)"". To display it change following in /etc/init.d/qpidd in function qpid_ping:

-    $QPID_HA $QPID_HA_OPTIONS ping >/dev/null 2>&1
+    $QPID_HA $QPID_HA_OPTIONS ping


Version-Release number of selected component (if applicable):
Satellite-6.1.0-RHEL-6-20150210.0-Satellite-x86_64


How reproducible:
always


Steps to Reproduce:
1. Install Satellite without Capsule:
   # katello-installer --foreman-admin-email 'root@localhost' \
     --foreman-admin-username 'admin' --foreman-admin-password '<pass>'
2. # service qpidd status; echo $?


Actual results:
Exit code is 1, no error (or other output) is printed


Expected results:
Status check of the qpidd service should return 0 and should print ""is running..."""
Bug,QPID-6399,12776036,Windows run_test.ps1 script needs revamp to match run_test,shuston,shuston,Closed,Fixed,2016-09-06 16:31,C++,C++ Broker,C++ Client,,,,,,"Some time back the run_test script was expanded to offer new capabilities and the cmake testing invocation changed to match. The run_test.ps1 script is still expecting ""old"" invocation and needs a makeover."
Bug,QPID-5171,12670349,Don't increment quota count against a queue that already exists,,eallen,Closed,Fixed,2016-09-06 16:23,C++,C++ Broker,,,,,,,Attempting to create a queue that already exists increments the quota count even though no new queue is created. 
Bug,QPID-5358,12679985,Linearstore: Checksums not implemented in record tail,kpvdr,kpvdr,Closed,Fixed,2016-09-06 16:23,C++,C++ Broker,,,,,,,The linearstore now implements a 32-bit checksum in the record tail to check data integrity of the xid and data sections of the record. These have not been implemented (the value 0x0 is hardwired currently) and need some developement effort.
Bug,QPID-5704,12708606,[AMQP 1.0] dangling reference to domain in InterconnectFactory,gsim,gsim,Closed,Fixed,2016-09-06 16:23,C++,C++ Broker,,,,,,,"If a domain is deleted while referred to be an InterconnectFactory, that reference will be invalid and if used will cause a segfault (e.g. if a pending link attempt fails)."
Bug,QPID-5357,12679984,Linearstore: Empty file recycling not functional,kpvdr,kpvdr,Closed,Fixed,2016-09-06 16:22,C++,C++ Broker,,,,,,,"The linearstore recycles journal files into an empty file pool (EFP) when there are no remaining undequeued records present in the file. The mechanism to recycle these files is not functional, and needs some developement work."
Bug,QPID-5483,12689098,"[linearstore] Recovery of journal with partly written record fails with ""JERR_JREC_BADRECTAIL: Invalid data record tail"" error message",kpvdr,kpvdr,Closed,Fixed,2016-09-06 16:22,C++,C++ Broker,,,,,,,"When recovering a store journal which contains a partly written record (such that the header is present, but the tail record is not), the broker terminates with the message
{color:blue}{{critical Unexpected error: Queue tq1: recoverMessages() failed: jexception 0x0701 enq_rec::decode() threw JERR_JREC_BADRECTAIL: Invalid data record tail. (Magic: expected 0x9aacb3ae; found 0x0)}}{color}

Expected behavior: The broker should handle such recoveries by treating the partly written record as invalid and, if necessary, adding filler records so that the next write can take place on an softblock boundary.

To reproduce:
1. Start the broker:
{color:blue}{{./qpidd --load-module linearstore.so -m no --auth no --default-flow-stop-threshold 0 --default-flow-resume-threshold 0 --default-queue-limit 0 --store-dir /home/kpvdr/RedHat --log-enable info+ --truncate yes}}{color}

2. Run a client to create some records in a queue:
{color:blue}{{./qpid-send -a ""tq1;{create:always,node:{type:queue,durable:true} }"" --durable true --tx 0 --content-size 1000 --messages 100}}{color}

3. Use a hex editor (eg hexedit) to partly overwrite the last record from the middle of the data section (containing the 'X' characters through to the end of the last write (where all the '\0' characters start) so that the record header and part of the data is still present, but the tail end of the data and record tail (and any filler records) are overwritten.

4. Restart the broker to recover the store:
{color:blue}{{./qpidd --load-module linearstore.so -m no --auth no --default-flow-stop-threshold 0 --default-flow-resume-threshold 0 --default-queue-limit 0 --store-dir /home/kpvdr/RedHat --log-enable info+ --truncate no}}{color}

The broker first detects the bad alignment:
{color:blue}
{{2014-01-15 16:38:45 \[Store\] warning Linear Store: Journal ""tq1"": Bad record alignment found at fid=0x1 offs=0x139800 (likely journal overwrite boundary); 16 filler record(s) required.}}
{{2014-01-15 16:38:45 \[Store\] notice Linear Store: Journal ""tq1"": Recover phase write: Wrote filler record: fid=0x1 offs=0x139800}}
{{...}}
{color}
but terminates with the error message at the top of this description."
