Issue Type,Issue key,Issue id,title,Assignee,Reporter,Status,Resolution,Updated,component_1,component_2,component_3,description
Bug,QPID-7669,13042093,Unintended UI changes from switch to swigged Python client for management tools,aconway,jross,Resolved,Fixed,2017-11-22 9:54,Broker,Client,NONE,http://qpid.2158936.n2.nabble.com/Qpid-tools-with-python-vs-qpid-cpp-messaging-td7659017.html
Bug,QPID-7494,13017863,Invocation of check_dependencies.py fails on CMake 2.8.11,jross,jross,Resolved,Fixed,2016-11-04 0:07,Broker,Client,NONE,"This annoying issue is discussed here: https://public.kitware.com/Bug/view.php?id=13887 .

It's a bug introduced in cmake 2.8.10 and resolved in 2.8.12.  RHEL 7's cmake version is 2.8.11."
Bug,QPID-6966,12924892,C++ broker and client to support TLS1.1 and TLS1.2 by default,pmoravec,pmoravec,Closed,Fixed,2016-09-06 21:32,Broker,Client,NONE,"Description of problem:
Currently, neither C++ client or broker allows TLS1.1 or TLS1.2 protocol versions. Please enable it, esp. since Java client 6.1 will disable TLS1.0 and use 1.1 and 1.2 only.


Version-Release number of selected component (if applicable):
qpid-cpp-server-0.34-5.el6.x86_64
qpid-cpp-client-0.34-5.el6.x86_64


How reproducible:
100%


Steps to Reproduce:
1. Start qpid broker with SSL configured
2. openssl s_client -tls1_1 -connect localhost:5671
3. openssl s_client -tls1_2 -connect localhost:5671


Actual results:
Both 2 and 3 fails with:

{noformat}
139817551390536:error:1408F10B:SSL routines:SSL3_GET_RECORD:wrong version number:s3_pkt.c:337:
{noformat}


Expected results:
Both should return something like:

{noformat}
CONNECTED(00000003)
depth=0 CN = localhost
verify error:num=18:self signed certificate
verify return:1
depth=0 CN = localhost
verify return:1
140319888385864:error:14094412:SSL routines:SSL3_READ_BYTES:sslv3 alert bad certificate:s3_pkt.c:1256:SSL alert number 42
140319888385864:error:1409E0E5:SSL routines:SSL3_WRITE_BYTES:ssl handshake failure:s3_pkt.c:596:
---
Certificate chain
 0 s:/CN=localhost
   i:/CN=localhost
---
Server certificate
-----BEGIN CERTIFICATE-----
MIIBoDCCAQmgAwIBAgIFAKUDcMswDQYJKoZIhvcNAQEFBQAwFDESMBAGA1UEAxMJ
bG9jYWxob3N0MB4XDTE1MTIzMDExMDYwN1oXDTE2MDMzMDExMDYwN1owFDESMBAG
A1UEAxMJbG9jYWxob3N0MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCgCq6w
o6FW7gIpAQu8y74wuREH6aGo6hc6YVfATz503o7dxqmUUKs6+DkqbEiDu43r51QL
Sb7oduLMmrvC5TfhWEZGe3PYPOuCBbpqDxXs5kKlqSCuIbvDv1ua1WXdqb27/jGr
d6Lf+DsnU+GXrGwLY1W1zchagmFU1P2dLh8JhQIDAQABMA0GCSqGSIb3DQEBBQUA
A4GBACUauXrJB/P0za8mPj5As4uQ3kr7CHIAtFBEAd3MvVmf9RHniMU/resXeE1B
CBOZ4kXmTvVQ+/kDxYTXO/pLq0wh4HHuZC4LrmlIHG2WagEskVnYgqJiHUchKi+8
URu/CX4rW6/EdcAHhPsKX6nlHFFKYg5u9b9ZtQHYMrfryStZ
-----END CERTIFICATE-----
subject=/CN=localhost
issuer=/CN=localhost
---
Acceptable client certificate CA names
/CN=dummy
---
SSL handshake has read 565 bytes and written 202 bytes
---
New, TLSv1/SSLv3, Cipher is AES128-GCM-SHA256
Server public key is 1024 bit
Secure Renegotiation IS supported
Compression: NONE
Expansion: NONE
SSL-Session:
    Protocol  : TLSv1.2
    Cipher    : AES128-GCM-SHA256
    Session-ID: 7D6C1CB53B37700F2BF007D0D079AB72F26A9D289BCA8D98B5B3F1E283311991
    Session-ID-ctx: 
    Master-Key: 448215BEAADBFF90B82B421D182F8AD7174426D9292835775C405A7C3AEC2763E5F2A1127E5AE210ADC6B7335EE1F6FA
    Key-Arg   : None
    Krb5 Principal: None
    PSK identity: None
    PSK identity hint: None
    Start Time: 1451483784
    Timeout   : 7200 (sec)
    Verify return code: 18 (self signed certificate)
---
{noformat}

Additional info:"
Bug,QPID-7393,12996942,Unavailable buffers in Windows SSL,cliffjansen,cliffjansen,Closed,Fixed,2016-09-06 21:32,Broker,Client,NONE,"From the user list (acartcat Cartwright_Andrew@cat.com):

> I get the following error in the broker, looks like the same error as
> QPID-5033.
[...]
> 2016-05-26 05:22:23 [System] error No IO buffers available: getQueuedBuffer
> with empty queue. Debug data: 0 1 0 3 0 0 1
[...]
> This can be triggered on demand using:
> qpid-send -b ssl:XXXXXXXX.com:5671 --connection-options {protocol:amqp1.0}
> -a testerq --content-string=hello --messages 200

In my testing, qpid-send must also be Windows based.  I do not see the error
if it is sent from a client running on Linux.

This error is caused by the SChannel driver generating (valid but
useless) empty SSL packets when a zero length write is requested from
the codec on the client side.  On the server side, these are
processed and empty read callbacks are generated, even after close.

The WSAENOBUFS happens as a side effect of recursive calls to
sslDataIn while processing adjacent empty packets.

"
Bug,QPID-7145,12950854,auto_ptr is deprecated from C++11 and onwards and its use causes a warning with GCC 6,astitcher,astitcher,Closed,Fixed,2016-09-06 21:32,Broker,Client,Clustering,"As we compile qpid with warnings turned to errors this causes the build to fail by default when compiling with GCC6.

The simplest ""fix"" is just to turn of deprecation warnings.

A better fix would be to stop using auto_ptr. An good alternative in the context of qpid would be boost::scoped_ptr.

If we change the base C++ version for qpid we could use std::unique_ptr instead."
Bug,QPID-7302,12979297,race between auto-delete and re-declare/consume ,gsim,gsim,Closed,Fixed,2016-09-06 21:32,Broker,Client,NONE,"In AMQP 0-10, declare and consume are two distinct operations. When creating a receiver through qpid::messaging, we first declare then consume from the queue.

For a timed auto-delete queue, the delayed auto-delete can tae place between the declare and the consume, resulting in a session error. It would be nice to avoid this. The workaround of course is to set the delay for auto-delete to be sufficiently large that the client will either have reconnected or is likely not reconnecting.

However a simple solution would be to reset the timer on the declare, allowing time for the consume.

This does not prevent the race between a non-timed auto-delete triggered by one session and declare/consume from a different client connection."
Bug,QPID-6409,12776994,Taking address of a 0-length vector throws exception,shuston,shuston,Closed,Fixed,2016-09-06 16:31,Broker,Client,NONE,"In Debug-mode builds, std::vector in VS2013 will throw an exception if trying to do:  &argv[0]  if argv has 0 length. This construct happens in cpp/src/tests/BrokerFixture.h, so happens in many of the unit tests."
Bug,QPID-6511,12823911,"[C++ Broker, clients] AMQP 0-10 windows clients can not connect to --no-auth broker",chug,chug,Closed,Fixed,2016-09-06 16:31,Broker,Client,NONE,"Broker
{noformat}
./qpidd --auth no
{noformat}
Windows client
{noformat}
spout -b my-broker:5672 amq.topic
{noformat}
Fails with ""Not authenticated!""

The behavior change was in the broker as part of QPID-6325. Arguably the change is a good thing as it prevents clients connecting to the broker with no name. However, it makes for a poor out-of-the-box experience with a no-auth broker rejecting connections with an auth error. 

Clients can make a connection by adding:
{noformat}
--connection-options ""{username:dummy}""
or
--connection-options ""{sasl-mechanisms:ANONYMOUS}""
{noformat}
But the change breaks years of accumulated self tests that work just fine against older versions of qpidd.

The proposal to fix this is to make the Windows client provide the same connection defaults as linux cyrus sasl. "
Bug,QPID-6529,12827038,[C++ Client] Fails to compile with Proton 0.10,chug,chug,Closed,Fixed,2016-09-06 16:31,Broker,Client,NONE,"Proton version detection logic
{noformat}
if (Proton_VERSION GREATER 0.8)
{noformat}
gets it wrong when Proton is 0.10.
"
Bug,QPID-6399,12776036,Windows run_test.ps1 script needs revamp to match run_test,shuston,shuston,Closed,Fixed,2016-09-06 16:31,Broker,Client,NONE,"Some time back the run_test script was expanded to offer new capabilities and the cmake testing invocation changed to match. The run_test.ps1 script is still expecting ""old"" invocation and needs a makeover."
Bug,QPID-3540,12526463,"Typecasting and alignment requirements for various platforms - ""increases required alignment of target type""",,chug,Closed,Fixed,2015-06-16 8:35,Broker,Client,NONE,"On sparc/solaris (and others) the following code generates an error:

  qpid/cpp/src/qpid/RefCountedBuffer.cpp line 37
    boost::intrusive_ptr<RefCounted>(reinterpret_cast<RefCountedBuffer*>(store)),

A workaround is the '(void *)' hack that quiets the compiler but leaves the
code exposed to a run time fault if the store object is not properly aligned:

    boost::intrusive_ptr<RefCounted>(reinterpret_cast<RefCountedBuffer*>((void*)store)),

Another error shows up in
  
  qpid/cpp/src/tests/qpid-perftest.cpp line 647
    size_t n = *reinterpret_cast<const size_t*>(msg.getData().data() + offset);

The (void *) hack silences the error here, too, but the run time code is exposed to
a data alignment fault.

I propose that these two pieces of code need work to guarantee the alignment
or to work around any memory reference fault.

1. In the store case, new() probably returns an address that meets the alignment
requirement. An assert would help diagnose when this assumption fails.

2. In the qpid-perftest case the size_t could be extracted from the raw buffer
with a memcpy and that would be safe to do in all architectures.

2A. A separate issue is the fact that size_t changes between 32-bit and 64-bit
platforms, and that the size_t does not appear to be byte swapped for interop
between big and little endian systems. If these messages are consumed only
by the sender then no problem.


"
Bug,QPID-6021,12735090,[AMQP 1.0] Improve performance,gsim,gsim,Closed,Fixed,2015-03-19 12:23,Broker,Client,NONE,Performance is poorer when using AMQP 1.0  (as compared to using AMQP 0-10). This is a JIRA to highlight a few changes to improve things in the next release cycle.
Bug,QPID-6160,12748712,CLONE - [CPP Broker] [CPP Client] Disable SSLv3 support,kgiusti,kgiusti,Closed,Fixed,2015-03-19 12:23,Broker,Client,NONE,"SSLv3 is vulnerable to CVE-2014-3566, and will not fixed. 

Wherever a seure connection is established we should ensure that SSLv3 is not in the supported protocols."
Bug,QPID-6321,12768157,Can't build against latest 0.9,gsim,gsim,Closed,Fixed,2015-03-19 12:22,Broker,Client,NONE,Change to pn_delivery_tag_t breaks build.
Bug,QPID-6444,12781190,Build fails due to unused function warning,astitcher,astitcher,Closed,Fixed,2015-03-19 12:22,Broker,Client,NONE,"[0.32 RC fails to build with default instructions]

[59/254] Building CXX object src/CMake....dir/qpid/broker/amqp/Connection.cpp.o
FAILED: /usr/lib64/ccache/c++   -DXQ_EFFECTIVE_BOOLEAN_VALUE_HPP -D_IN_QPID_BROKER -Damqp_EXPORTS -fvisibility-inlines-hidden -Werror -pedantic -Wall -Wextra -Wno-shadow -Wpointer-arith -Wcast-qual -Wcast-align -Wno-long-long -Wvolatile-register-var -Winvalid-pch -Wno-system-headers -Woverloaded-virtual -O2 -g -DNDEBUG -fPIC -I/home/andrew/Work/qpid/src-released/qpid/cpp/src -I/home/andrew/Work/qpid/src-released/qpid/cpp/src/../include -Isrc -Isrc/../include -I/usr/include/nss3 -I/usr/include/nspr4    -pthread -MMD -MT src/CMakeFiles/amqp.dir/qpid/broker/amqp/Connection.cpp.o -MF src/CMakeFiles/amqp.dir/qpid/broker/amqp/Connection.cpp.o.d -o src/CMakeFiles/amqp.dir/qpid/broker/amqp/Connection.cpp.o -c /home/andrew/Work/qpid/src-released/qpid/cpp/src/qpid/broker/amqp/Connection.cpp
/home/andrew/Work/qpid/src-released/qpid/cpp/src/qpid/broker/amqp/Connection.cpp:457:13: error: ?˜std::string qpid::broker::amqp::{anonymous}::convert(pn_delivery_tag_t)??defined but not used [-Werror=unused-function]
 std::string convert(pn_delivery_tag_t in)
             ^
cc1plus: all warnings being treated as errors
[107/254] Building CXX object src/CMak...pid/messaging/amqp/AddressHelper.cpp.o
FAILED: /usr/lib64/ccache/c++   -DXQ_EFFECTIVE_BOOLEAN_VALUE_HPP -Dqpidmessaging_EXPORTS -fvisibility-inlines-hidden -Werror -pedantic -Wall -Wextra -Wno-shadow -Wpointer-arith -Wcast-qual -Wcast-align -Wno-long-long -Wvolatile-register-var -Winvalid-pch -Wno-system-headers -Woverloaded-virtual -O2 -g -DNDEBUG -fPIC -I/home/andrew/Work/qpid/src-released/qpid/cpp/src -I/home/andrew/Work/qpid/src-released/qpid/cpp/src/../include -Isrc -Isrc/../include -I/usr/include/nss3 -I/usr/include/nspr4    -pthread -fno-visibility-inlines-hidden -fvisibility=hidden -MMD -MT src/CMakeFiles/qpidmessaging.dir/qpid/messaging/amqp/AddressHelper.cpp.o -MF src/CMakeFiles/qpidmessaging.dir/qpid/messaging/amqp/AddressHelper.cpp.o.d -o src/CMakeFiles/qpidmessaging.dir/qpid/messaging/amqp/AddressHelper.cpp.o -c /home/andrew/Work/qpid/src-released/qpid/cpp/src/qpid/messaging/amqp/AddressHelper.cpp
/home/andrew/Work/qpid/src-released/qpid/cpp/src/qpid/messaging/amqp/AddressHelper.cpp:141:6: error: ?˜bool qpid::messaging::amqp::{anonymous}::contains(const List&, const string&)??defined but not used [-Werror=unused-function]
 bool contains(const Variant::List& list, const std::string& item)
      ^
cc1plus: all warnings being treated as errors
"
Bug,QPID-6069,12738917,Does not compile under C++11 on FreeBSD,astitcher,astitcher,Closed,Fixed,2014-09-26 21:40,Broker,Client,NONE,There are some small compile problems that have crept in over the 0.30 release cycle that prevent qpid from compiling with clang++ and libc++ under FreeBsd 10.
Bug,QPID-5886,12726451,C++  Broker OutgoingMessage change exposes Completion handle export issue on Windows,chug,chug,Closed,Fixed,2014-09-26 15:43,Broker,Client,NONE,"Windows builds have been failing mysteriously for me for a few weeks[1]. I found the issues/ QPID-5828 r1604952 changed OutgoingMessage such that the Completion object now needs to access Handle<CompletionImpl>::isValid().

Simply instantiating the Handle superclass (r1525706 for example) didn't work. On windows the classes won't export from a .h file but need to come from .cpp files. Review is coming up shortly.

[1] Why some builds work and some don't is unsolved."
Bug,QPID-5865,12724737,The client and broker heartbeat code can get confused when the system time changes,astitcher,astitcher,Closed,Fixed,2014-09-26 15:42,Broker,Client,NONE,"The underlying timekeeping code in C++ qpid currently uses CLOCK_REALTIME which is related to wallclock time and can go backwards and skip time forwards (either due to NTP or administrator action).

This is not ideal because it can cause false timeouts to occur based on the system time rather than elapsed time.

It would be better for most timing to be based on CLOCK_MONOTONIC which is steadily increasing time based on the system uptime. That will avoid problems due to the system time changing."
Bug,QPID-5395,12682891,[AMQP 1.0] direct proton tracing into qpids own logging,gsim,gsim,Closed,Fixed,2014-06-03 15:35,Broker,Client,NONE,At present protons tracing is entirely distinct from qpidcpp's logging (whether qpidd or qpid:messaging). This means you can't direct the tracing to a file or to syslog. Traces from concurrent connections often get interleaved making them very hard to read.
Bug,QPID-5384,12682381,[AMQP 1.0] can't assert on autodelete property,gsim,gsim,Closed,Fixed,2014-06-03 15:35,Broker,Client,NONE,this is a result of it actually being communicated as a lifetime-policy (at least in the case of queues)
Bug,QPID-5427,12685124,It is possible to mask critical logging messages,astitcher,astitcher,Closed,Fixed,2014-06-03 15:35,Broker,Client,NONE,"As far as I understand it the entire point of log messages at the ""critical"" level is that they cannot be turned off at all. That is what critical means - the user *must* be informed of the confition being logged.

Unfortunately for a little while now it has been possible to turn all log levels off by specifying ""--log-disable trace+"" or using ""--log-enable !trace+"".
"
Bug,QPID-5658,12706289,C++ code not compiling with libc++,astitcher,astitcher,Closed,Fixed,2014-06-03 15:34,Broker,Client,NONE,FreeBSD 10 now uses a new compiler/library chain as default. The new C++ standard library has some small differences than the GNU C++ standard library.
Bug,QPID-5659,12706291,C++ not compiling (correctly) as C++11,astitcher,astitcher,Closed,Fixed,2014-06-03 15:34,Broker,Client,NONE,"In order to avoid a compile bug with libc++ and boost you have to compile qpid as C++11 under FreeBSD 10.

The current qpid code needs some small adjustments to compile correctly as C++11"
Bug,QPID-5232,12673855,[AMQP 1.0] receiver links from exchanges should be unreliable by default,gsim,gsim,Closed,Fixed,2014-02-19 11:30,Broker,Client,NONE,and also use autodelete queues by default.
Bug,QPID-5146,12669621,[AMQP 1.0] capabilities not handled correctly,gsim,gsim,Closed,Fixed,2014-02-19 11:30,Broker,Client,NONE,If there is more than one capability it should be sent as an array of symbols. Need to be able to read capabilities as either an array or a single symbol.
Bug,QPID-4948,12654736,[AMQP 1.0] browsing queues not supported,gsim,gsim,Closed,Fixed,2014-02-19 11:30,Broker,Client,NONE,Requires means to set and read the distribution-mode of the receiver link in proton engine.
Bug,QPID-5156,12670147,[AMQP 1.0] assert should check node properties,gsim,gsim,Closed,Fixed,2014-02-19 11:30,Broker,Client,NONE,"Especially important for dynamic nodes, but would be nice to support existing assert behaviour also. "
Bug,QPID-5341,12679261,Allow use of proton 0.6,gsim,gsim,Closed,Fixed,2014-02-19 11:30,Broker,Client,NONE,which is now in rc1 and assuming no significant changes should work fine when released
Bug,QPID-5289,12677384,[AMQP 1.0] error descriptions are not given in exceptions by client,gsim,gsim,Closed,Fixed,2014-02-19 11:30,Broker,Client,NONE,"E.g. if attempting to transfer to a queue that would exceed max depth, the exception thrown is a connection-exception and simply says 'Connection closed by peer'.

There are two parts to this, one is that this should not be a connection exception but a link exception in 1.0. The second is that the error text sent by the broker should be included in the exception."
Bug,QPID-5110,12666705,[AMQP 1.0] make handling of incorrectly typed properties more robust,gsim,gsim,Closed,Fixed,2014-02-19 11:30,Broker,Client,NONE,"If a property is sent in the wrong type (e.g. as long instead of ulong), subsequent properties get handled incorrectly. Would be nicer to simply skip (or even by lenient and accept) the incorrect types, but handle all others correctly."
Bug,QPID-5083,12664355,[AMQP 1.0] if sasl implementation is not available client (and interlinking) will fail,gsim,gsim,Closed,Fixed,2014-02-19 11:30,Broker,Client,NONE,E.g. if on fedora you build without cyrus-sasl-devel.
Bug,QPID-4792,12645458,Windows UUID processing mingles GUID values,cliffjansen,cliffjansen,Closed,Fixed,2013-09-08 13:37,Broker,Client,NONE,"RFC 4122 defines a UUID.  A GUID is the same as a UUID in string form, but differs in binary layout.  Microsoft operates with GUIDs but confusingly labels them as UUIDs in their documentation and include files.

i.e. rpcdce.h:  typedef GUID UUID;

The binary form matters since it is used over the wire.  Mapping a GUID to a UUID (or vice versa) without the layout conversion results in structures with mangled RFC version info and different string representations on Windows and non-Windows systems.

Proton currently only calls Microsoft APIs to obtain the string representation of the UUID (which will match the GUID), so it is unaffected.
"
Bug,QPID-4888,12649349,[AMQP 1.0] link naming is not handled correctly,gsim,gsim,Closed,Fixed,2013-09-08 13:37,Broker,Client,NONE,"The client does not let the name of the link be controlled, but always defaults it to the name of the node (which doesn't meet uniqueness criteria).

The broker uses the link-, source- and target- names as the key to the managment objects and uses the link- and source- name for subscriptions queues when the source refers to an exchange. The link name is only guaranteed to be unique within the scope of a clients container id."
Bug,QPID-4702,12640762,cmake build of ssl support does not work on certain platforms,gsim,gsim,Closed,Fixed,2013-09-08 13:37,Broker,Client,NONE,This is a result of the order of libraries and object files passed to the linker. The libraries must follow the .o files that require them or they will be ignored (assumed not needed).
Bug,QPID-4976,12656034,[AMQP 1.0] support standard lifetime policies,gsim,gsim,Closed,Fixed,2013-09-08 13:37,Broker,Client,NONE,"I.e. delete-on-close, delete-on-no-links, delete-on-no-messages and delete-on-no-links-or-messages"
Bug,QPID-3188,12503446,CyrusSasl ctor logic change for callback storage,mgoulish2,mgoulish2,Closed,Fixed,2013-08-20 20:41,Broker,Client,NONE,"The logic that stores callbacks in the CyrusSasl ctor should be changed to make the c++ client behave similarly to other language clients.

If there is no username, then do nothing with either NAME or PASSWD callbacks.
If there is a name but no passwd, then explicitly store an empty PASSWD callback."
Bug,QPID-3620,12531589,time conversions fail on solaris,cliffjansen,cliffjansen,Closed,Fixed,2013-08-20 20:33,Broker,Client,NONE,"Condition::wait(Mutex&, const AbsTime& absoluteTime) fails for far future time during cast/truncation from 64 bit int to posix timespec.tv_sec.  The time is actually in the past and the wait times out instantly."
Bug,QPID-306,12360788,AMQP 0-9 unbind,gsim,aconway,Closed,Fixed,2013-07-29 18:54,Broker,Client,NONE,Implement new Queue::unbind and Exchange::unbind methods from 0-9.
Bug,QPID-424,12365147,C++: Fix memory leaks,aconway,aconway,Closed,Fixed,2013-07-29 18:54,Broker,Client,NONE,"We need to get to a clean slate on memory leaks, right now valgrind is reporting quite a few.

The current batch of leaks are being suppressed in cpp/test/.vg-supp so that we can make --enable-valgrind the default and catch/fix new leaks quickly going forward. Valgrind errors are equivalent to a test failure, you should not commit with errors.

The supressed leaks also need to be addressed either fix the leak or prove that it's a problem outside qpid's control. 
In the later case the supression description should explain why the leak can safely be ignored."
Bug,QPID-3206,12504157,Variant converts from negative number in string format to unsigned integer without error,gsim,gsim,Closed,Fixed,2013-07-29 18:54,Broker,Client,NONE,"E.g. 
  uint16_t i = 0;
  qpid::types::Variant v = ""-5"";
  i = v;

The above results in an exception in older versions of gcc (e.g. 4.1.2) but sets i to 65531 on later versions (e.g. 4.4.4). This is a result of a fix to the gcc std library to be compliant with specification which requires stringstream to accept negative values even for unsigned ints (which is the behaviour of scanf).

See e.g:
http://boost.2283326.n4.nabble.com/conversion-lexical-cast-doesn-t-throw-td2593967.html
http://groups.google.com/group/comp.lang.c++.moderated/browse_thread/thread/97475b21515462c9/ce369a327fa39243#ce369a327fa39243"
Bug,QPID-3030,12497357,C++ buffer encoding allows overflow on write.,kgiusti,kgiusti,Closed,Fixed,2013-07-29 18:54,Broker,Client,NONE,"The framing Buffer::put{Short,Medium,Long}String() or Buffer::putRawData() do not validate the length of the written data, and may allow overflow of the buffer."
Bug,QPID-4452,12617159,issuing and handling of producer credit not implemented,gsim,gsim,Closed,Fixed,2013-07-29 18:54,Broker,Client,NONE,Prevents proper stress testing.
Bug,QPID-1819,12423045,Large messages cause hangs and crashes when using digest-md5 and security layer (ssf 128),gsim,gsim,Closed,Fixed,2013-07-29 18:54,Broker,Client,NONE,"crash ends with:

2009-apr-15 17:43:44 trace guest@QPID.6411302a-229c-4eb1-b097-fc8a613a3233: sent cmd 0: content (65495 bytes) cccccccccccccccc...
2009-apr-15 17:43:44 trace SENT [127.0.0.1:56532]: Frame[BEbe; channel=2; {SessionFlushBody: completed=1; }]
2009-apr-15 17:43:44 trace SENT [127.0.0.1:56532]: Frame[Bbe; channel=2; {MessageTransferBody: destination=message_queue; accept-mode=0; acquire-mode=0; }]
2009-apr-15 17:43:44 trace SENT [127.0.0.1:56532]: Frame[be; channel=2; header (47 bytes); properties={{MessageProperties: content-length=65495; }{DeliveryProperties: exchange=amq.direct; routing-key=routing_key; }}]
qpidd: qpid/amqp_0_10/Connection.cpp:93: virtual size_t qpid::amqp_0_10::Connection::encode(const char*, size_t): Assertion `workQueue.empty() || workQueue.front().encodedSize() <= size' failed.


pstack for hung client:

Thread 2 (Thread 0xb7f77b90 (LWP 16187)):
#0  0x0069a416 in __kernel_vsyscall ()
#1  0x00ce1b3b in write () from /lib/libc.so.6
#2  0x0024fd80 in qpid::sys::Socket::write () from /usr/lib/libqpidcommon.so.0
#3  0x00255eb4 in qpid::sys::posix::AsynchIO::writeable ()
#4  0x00259152 in
boost::detail::function::void_function_obj_invoker1<boost::_bi::bind_t<void,
boost::_mfi::mf1<void, qpid::sys::posix::AsynchIO,
qpid::sys::DispatchHandle&>,
boost::_bi::list2<boost::_bi::value<qpid::sys::posix::AsynchIO*>,
boost::arg<1> (*)()> >, void, qpid::sys::DispatchHandle&>::invoke ()
#5  0x002b77d3 in boost::function1<void, qpid::sys::DispatchHandle&,
std::allocator<boost::function_base> >::operator() () from
/usr/lib/libqpidcommon.so.0
#6  0x002b5b78 in qpid::sys::DispatchHandle::processEvent ()
#7  0x00267ef6 in qpid::sys::Poller::run () from /usr/lib/libqpidcommon.so.0
#8  0x002b53c4 in qpid::sys::Dispatcher::run ()
#9  0x00e8b3d2 in qpid::client::TCPConnector::run ()
#10 0x0025dba1 in ?? () from /usr/lib/libqpidcommon.so.0
#11 0x00dbc51f in start_thread () from /lib/libpthread.so.0
#12 0x00cf204e in clone () from /lib/libc.so.6
Thread 1 (Thread 0xb7f78720 (LWP 16186)):
#0  0x0069a416 in __kernel_vsyscall ()
#1  0x00dc0105 in pthread_cond_wait@@GLIBC_2.3.2 () from /lib/libpthread.so.0
#2  0x00d00e9d in pthread_cond_wait@@GLIBC_2.3.2 () from /lib/libc.so.6
#3  0x00e70f4d in qpid::client::Bounds::expand ()
#4  0x00eb4642 in qpid::client::SessionImpl::sendFrame ()
#5  0x00eb479c in qpid::client::SessionImpl::handleOut ()
#6  0x00eb7488 in qpid::client::SessionImpl::sendContent ()
#7  0x00eb7db2 in qpid::client::SessionImpl::sendCommand ()
#8  0x00eb7f07 in qpid::client::SessionImpl::send ()
#9  0x00e68afe in qpid::client::no_keyword::Session_0_10::messageTransfer ()
#10 0x0804cf4f in main ()

"
Bug,QPID-4556,12630133,QueueOptions::setSizePolicy() can cause exception,gsim,brad.hoekstra,Closed,Fixed,2013-07-29 18:53,Broker,Client,NONE,"Calling QueueOptions::setSizePolicy() with maxSize > 2GB causes an exception in the C++ broken, which then generates an exception in the C++ client library.

This appears to be because the value is set as an int32 in the FieldTable. The fix appears to be fairly simple:

{noformat} 
Index: 0.20/cpp/src/qpid/client/QueueOptions.cpp
===================================================================
--- 0.20/cpp/src/qpid/client/QueueOptions.cpp	(revision 27169)
+++ 0.20/cpp/src/qpid/client/QueueOptions.cpp	(revision 27170)
@@ -49,8 +49,8 @@
 	
 void QueueOptions::setSizePolicy(QueueSizePolicy sp, uint64_t maxSize, uint32_t maxCount)
 {
-    if (maxCount) setInt(strMaxCountKey, maxCount);
-    if (maxSize) setInt(strMaxSizeKey, maxSize);
+    if (maxCount) setUInt64(strMaxCountKey, maxCount);
+    if (maxSize) setUInt64(strMaxSizeKey, maxSize);
     if (maxSize || maxCount){
         switch (sp)
         {
{noformat} "
Bug,QPID-4257,12605103,"Windows+SSL: Client hang on broker close, broker memory leak",,kbonin,Closed,Fixed,2013-07-29 18:53,Broker,Client,NONE,"Windows clients hang when broker dies via SSL connection - fetch never returns even w/ IMMEDIATE timeout.
Windows broker memory grows linearly with SSL connection count, leak per connection, until broker exhausts memory and crashes."
Bug,QPID-243,12359738,Inconsistent use of paths in #includes,astitcher,aconway,Closed,Fixed,2013-07-29 18:53,Broker,Client,NONE,"
1. With the new release, I have to specify -I${QPID_REL}/include/qpidc,
-I${QPID_REL/include/qpidc/framing and -I${QPID_REL/include/qpidc/sys when
I build which is really naff.

This is because things like Connector.h do a #include
<framing/InputHandler.h>, but then ""framing/InputHandler.h"" only #include
<AMQFrame.h> and AMQFrame.h is located in the framing sub-directory.

"
Bug,QPID-2407,12456346,C++ SSL session can get bad buffer management,shuston,shuston,Closed,Fixed,2013-07-29 18:53,Broker,Client,NONE,"Thanks to Cliff Jansen for alerting me to this problem.

It's possible for an SSL-negotiated session on Windows to end up with odd errors or an exception. One session I caught in the debugger ended with a ENOBUFS errors on a network receive; the buffer involved ended up having a data-start greater than the length of the buffer, and the calculated receive length for the operation was a negative value.

Can be reproduced using perftest on Windows; I ran against a Linux broker, but similar results can probably happen in either direction depending on the traffic pattern."
Bug,QPID-2728,12468955,Windows icon/version additions broke nightly builds,tross,shuston,Closed,Fixed,2013-07-29 18:53,Broker,Client,NONE,"Recent additions to include version and icon resources in the Windows builds result in build errors. I don't know why I'm getting different errors on different builds, but here's what I see:

64-bit build:
One of these for each library:
1>.\windows\resources\qpidtypes-resource.rc(20) : fatal error RC1015: cannot open include file 'version-resource.h'.

See: http://www.riverace.com/CDash-1.4.2/viewBuildError.php?buildid=735 for all messages

32-bit build (configure error):
CMake Error in src/CMakeLists.txt:
  Cannot find source file ""qmf-resource.rc"".  Tried extensions .c .C .c++ .cc
  .cpp .cxx .m .M .mm .h .hh .h++ .hm .hpp .hxx .in .txx

"
